data,Name,Game,X,Y,V5,V6,V7,V8,V9,First_Position,Second_Position,Third_Position,Fourth_Position,Fifth_Position
117,Ryan SHAWCROSS,14.08.16 Stoke City v Aston Villa,-15.66403838,-12.35739823,88.78430099,51.71288671,35.72887686,24.37719632,14.29801339,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
118,Steven N'ZONZI,14.08.16 Stoke City v Aston Villa,0.610036476,1.557948188,79.09401173,62.15636379,42.60616736,38.33645442,0.963823618,Holding Midfielder,Left Centre Midfielder,Supporting Attacker,Right Centre Midfielder,Central Defender
119,Glenn WHELAN,14.08.16 Stoke City v Aston Villa,-4.0987505,-1.338699892,91.5336643,35.39877617,33.74663637,17.23733687,13.54699323,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Central Defender,Supporting Attacker
120,Mame BIRAM DIOUF,14.08.16 Stoke City v Aston Villa,12.51081505,-1.058125953,96.08894364,33.24291794,26.36643738,16.69878763,2.499760946,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
121,Brad GUZAN,14.08.16 Stoke City v Aston Villa,-42.248083,2.169262187,53.16575345,45.14619967,39.81094008,17.45105705,7.160154674,Central Defender,Central Left Defender,Central Right Defender,Holding Midfielder,Left Centre Midfielder
122,Charles N'ZOGBIA,14.08.16 Stoke City v Aston Villa,12.43295771,-8.082300229,54.72731,49.54516205,46.76856809,2.000083785,1.92800612,Supporting Attacker,Right Centre Midfielder,Right Centre Forward,Holding Midfielder,Right Wing
123,Alan HUTTON,14.08.16 Stoke City v Aston Villa,0.596865081,-21.15070253,75.70205301,52.54269843,23.92910717,15.69027985,15.57719865,Advanced Right Back,Right Centre Midfielder,Right Wing,Holding Midfielder,Central Right Defender
124,Asmir BEGOVIC,14.08.16 Stoke City v Aston Villa,-38.88103534,-0.24049597,56.93973462,44.0948236,43.89126547,18.17857144,5.503345068,Central Defender,Central Left Defender,Central Right Defender,Holding Midfielder,Left Centre Midfielder
125,Andreas WEIMANN,14.08.16 Stoke City v Aston Villa,8.616666456,-3.596177218,69.64496504,47.91567836,27.66617087,18.47295789,8.146475102,Supporting Attacker,Right Centre Midfielder,Holding Midfielder,Right Centre Forward,Left Centre Midfielder
126,Kieran RICHARDSON,14.08.16 Stoke City v Aston Villa,3.948782145,13.03199784,76.30436181,22.01336386,11.71467733,11.30338009,3.349772106,Left Centre Midfielder,Advanced Left Back,Holding Midfielder,Supporting Attacker,Left Wing
127,Erik PIETERS,14.08.16 Stoke City v Aston Villa,-3.91031933,22.40491384,73.3357707,47.41774993,38.87774138,19.71370789,13.36096317,Advanced Left Back,Left Centre Midfielder,Central Left Defender,Left Wing,Holding Midfielder
128,Phil BARDSLEY,14.08.16 Stoke City v Aston Villa,1.172328445,-17.52482996,62.22283576,54.48921035,18.59054126,10.04795772,3.458670849,Right Centre Midfielder,Advanced Right Back,Holding Midfielder,Right Wing,Central Right Defender
129,Bojan KRKIC,14.08.16 Stoke City v Aston Villa,11.55767725,5.232398471,66.54036397,47.27284701,40.77126486,14.12301915,10.37199723,Supporting Attacker,Left Centre Forward,Left Centre Midfielder,Right Centre Forward,Holding Midfielder
130,Marko ARNAUTOVIC,14.08.16 Stoke City v Aston Villa,11.86062769,10.60559517,49.09434821,48.17562017,41.51744379,27.48129593,1.700522886,Left Centre Forward,Left Centre Midfielder,Supporting Attacker,Left Wing,Holding Midfielder
131,Stephen IRELAND,14.08.16 Stoke City v Aston Villa,6.579940358,-3.104701789,63.34835571,54.19713802,45.65141802,22.79541875,12.5299138,Supporting Attacker,Right Centre Midfielder,Holding Midfielder,Left Centre Midfielder,Right Centre Forward
132,Peter CROUCH,14.08.16 Stoke City v Aston Villa,12.25494654,-1.579728972,92.93742929,32.63881236,21.79940505,19.469847,0.527668535,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Holding Midfielder
133,Jack GREALISH,14.08.16 Stoke City v Aston Villa,14.00502918,9.839165638,62.7728983,47.35448517,40.25126344,31.41919607,12.18401107,Left Centre Forward,Supporting Attacker,Left Centre Midfielder,Left Wing,Right Centre Forward
134,Charlie ADAM,14.08.16 Stoke City v Aston Villa,3.430901746,5.282143633,80.28148611,57.54271325,49.90008376,24.66871003,18.25798038,Left Centre Midfielder,Holding Midfielder,Supporting Attacker,Right Centre Midfielder,Left Centre Forward
135,Leandro BACUNA,14.08.16 Stoke City v Aston Villa,4.012956073,-20.90148197,72.83478005,54.15558399,34.94702726,8.920821833,2.55611733,Advanced Right Back,Right Centre Midfielder,Right Wing,Holding Midfielder,Supporting Attacker
136,Steven FLETCHER,14.08.16 West Bromwich Albion v Sunderland,10.83930623,2.399093712,77.54156442,26.87692009,23.39120024,7.494817195,4.208991106,Supporting Attacker,Left Centre Forward,Left Centre Midfielder,Right Centre Forward,Holding Midfielder
137,Sebastian LARSSON,14.08.16 West Bromwich Albion v Sunderland,-0.186891872,-5.577763425,76.55692025,66.58081435,33.80402027,26.18408406,2.183733603,Holding Midfielder,Right Centre Midfielder,Supporting Attacker,Left Centre Midfielder,Central Right Defender
138,Valentin ROBERGE,14.08.16 West Bromwich Albion v Sunderland,-15.14151163,12.68255814,86.21572904,49.36384491,34.74208177,29.64092084,17.57515371,Central Left Defender,Central Defender,Left Centre Midfielder,Holding Midfielder,Advanced Left Back
139,John O'SHEA,14.08.16 West Bromwich Albion v Sunderland,-15.27634785,-4.097564452,72.84059055,52.58056092,40.32479088,15.41891317,5.345651571,Central Defender,Central Right Defender,Holding Midfielder,Central Left Defender,Right Centre Midfielder
140,Vito MANNONE,14.08.16 West Bromwich Albion v Sunderland,-40.64532189,-1.246909871,54.45001175,43.60722525,41.5249907,17.05797885,4.35378648,Central Defender,Central Right Defender,Central Left Defender,Holding Midfielder,Left Centre Midfielder
141,Wes BROWN,14.08.16 West Bromwich Albion v Sunderland,-16.83228201,10.81730942,85.06721328,54.47060753,24.381485,23.84788175,0.965266983,Central Left Defender,Central Defender,Holding Midfielder,Left Centre Midfielder,Advanced Left Back
142,Jonas OLSSON,14.08.16 West Bromwich Albion v Sunderland,-14.12644113,11.70993523,80.65376352,49.71318362,37.14645214,32.77076831,15.38953256,Central Left Defender,Central Defender,Left Centre Midfielder,Holding Midfielder,Advanced Left Back
143,Adam JOHNSON,14.08.16 West Bromwich Albion v Sunderland,7.248915365,-1.601448872,67.24564502,39.7035223,37.55898581,23.22364718,6.441972569,Supporting Attacker,Right Centre Midfielder,Holding Midfielder,Left Centre Midfielder,Right Centre Forward
144,Saido BERAHINO,14.08.16 West Bromwich Albion v Sunderland,14.84385704,0.735084909,83.4790314,53.48466104,46.49586961,12.32861517,11.89615107,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
145,Andre WISDOM,14.08.16 West Bromwich Albion v Sunderland,-0.794410311,-17.68016847,59.15608056,56.01396275,24.13798299,17.93496167,6.809398733,Right Centre Midfielder,Advanced Right Back,Holding Midfielder,Central Right Defender,Right Wing
146,Youssouf MULUMBU,14.08.16 West Bromwich Albion v Sunderland,-0.000720422,-7.065044117,71.5479668,68.77639441,29.72716842,16.92368678,1.728415155,Right Centre Midfielder,Holding Midfielder,Supporting Attacker,Left Centre Midfielder,Central Right Defender
147,Chris BRUNT,14.08.16 West Bromwich Albion v Sunderland,1.800471721,13.51579155,78.56570798,33.59808501,22.68540507,12.9296727,6.054132314,Left Centre Midfielder,Advanced Left Back,Holding Midfielder,Supporting Attacker,Left Wing
148,Sebastien POCOGNOLI,14.08.16 West Bromwich Albion v Sunderland,2.20118198,24.31493147,90.18859273,42.28787509,38.5886354,11.56246648,1.91343734,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Left Centre Forward
149,Craig GARDNER,14.08.16 West Bromwich Albion v Sunderland,3.090981325,-0.679514877,70.2113967,51.6078693,47.45585451,47.28960597,0.422569391,Holding Midfielder,Supporting Attacker,Left Centre Midfielder,Right Centre Midfielder,Right Centre Forward
150,Craig DAWSON,14.08.16 West Bromwich Albion v Sunderland,-12.13876702,-14.13041202,78.1746227,41.84061534,41.6550735,38.14033297,30.55892388,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
151,Graham DORRANS,14.08.16 West Bromwich Albion v Sunderland,6.639601925,-9.130507079,85.536416,44.3703172,35.23130815,19.99410247,1.576094416,Right Centre Midfielder,Supporting Attacker,Holding Midfielder,Right Centre Forward,Advanced Right Back
152,Victor ANICHEBE,14.08.16 West Bromwich Albion v Sunderland,14.93115036,1.686482662,80.34214648,58.06948204,43.39108602,15.89106755,8.694859298,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
153,Patrick VAN AANHOLT,14.08.16 West Bromwich Albion v Sunderland,-0.041472408,21.41090604,76.93851999,50.77920967,27.21515237,20.83037873,8.682880573,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Holding Midfielder
154,Lee CATTERMOLE,14.08.16 West Bromwich Albion v Sunderland,-4.543501015,-0.150494175,87.60395726,40.98127422,29.38165758,21.9097379,13.59045509,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Central Defender,Supporting Attacker
155,Connor WICKHAM,14.08.16 West Bromwich Albion v Sunderland,9.127357694,9.306641039,62.88318423,45.61412122,37.57530487,16.64271735,13.95493274,Left Centre Midfielder,Supporting Attacker,Left Centre Forward,Holding Midfielder,Left Wing
156,Ben FOSTER,14.08.16 West Bromwich Albion v Sunderland,-41.04470125,3.364011819,54.53085077,47.5770775,39.36437869,18.27080755,8.423398078,Central Defender,Central Left Defender,Central Right Defender,Holding Midfielder,Left Centre Midfielder
157,Jack RODWELL,14.08.16 West Bromwich Albion v Sunderland,-0.86499082,4.523092229,72.47449579,69.36312821,30.18348989,20.60272702,3.480549889,Left Centre Midfielder,Holding Midfielder,Supporting Attacker,Right Centre Midfielder,Central Defender
158,Jordi GOMEZ,14.08.16 West Bromwich Albion v Sunderland,4.50996793,10.32532831,85.63743453,28.23880874,26.36966028,10.79256055,9.89290962,Left Centre Midfielder,Supporting Attacker,Holding Midfielder,Left Centre Forward,Advanced Left Back
159,William BUCKLEY,14.08.16 West Bromwich Albion v Sunderland,12.24842315,-9.341876388,55.5179211,50.71661978,47.3989033,14.56685042,6.366228792,Right Centre Midfielder,Supporting Attacker,Right Centre Forward,Right Wing,Holding Midfielder
160,Chris BAIRD,14.08.16 West Bromwich Albion v Sunderland,-8.155030857,15.10580109,59.31458126,54.05332837,39.74426774,32.03875009,25.50030442,Central Left Defender,Left Centre Midfielder,Advanced Left Back,Holding Midfielder,Central Defender
161,Jozy ALTIDORE,14.08.16 West Bromwich Albion v Sunderland,13.67666718,2.101385182,81.90620138,50.48448077,32.66692627,17.83590249,5.103811034,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
162,Stephane SESSEGNON,14.08.16 West Bromwich Albion v Sunderland,12.94592666,0.76137684,90.58168331,38.73124753,31.19220313,11.75392022,8.973216196,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
163,Claudio YACOB,14.08.16 West Bromwich Albion v Sunderland,-8.355348227,-0.172081747,65.88631202,35.25167146,20.0439688,6.30010791,3.272550467,Holding Midfielder,Central Defender,Left Centre Midfielder,Right Centre Midfielder,Central Right Defender
164,Stewart DOWNING,14.08.16 West Ham United v Tottenham Hotspur,10.32516855,-4.890693078,70.8366812,49.7233796,33.48747709,18.69161215,6.227923823,Supporting Attacker,Right Centre Midfielder,Right Centre Forward,Holding Midfielder,Left Centre Forward
165,Mark NOBLE,14.08.16 West Ham United v Tottenham Hotspur,1.365426627,1.002285264,78.29465716,60.77978608,47.7075965,43.08700727,4.777975278,Holding Midfielder,Left Centre Midfielder,Supporting Attacker,Right Centre Midfielder,Left Centre Forward
166,Aaron CRESSWELL,14.08.16 West Ham United v Tottenham Hotspur,0.156356361,22.78132363,82.99648372,47.67400827,31.07416775,21.20593883,7.009965496,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Holding Midfielder
167,Kyle NAUGHTON,14.08.16 West Ham United v Tottenham Hotspur,-1.100876369,-22.50165774,79.48427059,48.9096581,26.18606411,23.74660594,17.83279447,Advanced Right Back,Right Centre Midfielder,Central Right Defender,Right Wing,Holding Midfielder
168,Christian ERIKSEN,14.08.16 West Ham United v Tottenham Hotspur,10.84005982,3.208429558,73.72474677,32.24282243,30.20110654,8.426808185,7.189475317,Supporting Attacker,Left Centre Forward,Left Centre Midfielder,Right Centre Forward,Holding Midfielder
169,Etienne CAPOUE,14.08.16 West Ham United v Tottenham Hotspur,-5.941496266,-0.614467291,80.55456251,30.24594624,24.1955395,21.11354065,0.258142745,Holding Midfielder,Left Centre Midfielder,Central Defender,Right Centre Midfielder,Central Right Defender
170,Winston REID,14.08.16 West Ham United v Tottenham Hotspur,-17.61673335,11.20242592,87.89921551,54.30580488,22.09713257,21.69410014,0.946847072,Central Left Defender,Central Defender,Holding Midfielder,Left Centre Midfielder,Advanced Left Back
171,Ricardo VAZ TE,14.08.16 West Ham United v Tottenham Hotspur,14.27355102,16.5144898,68.45507952,49.83187509,40.11019747,32.08109989,27.64311287,Left Wing,Left Centre Forward,Left Centre Midfielder,Advanced Left Back,Supporting Attacker
172,Erik LAMELA,14.08.16 West Ham United v Tottenham Hotspur,11.00254169,-8.687237735,61.68019237,54.00510067,41.9615895,14.53032176,8.559381728,Right Centre Midfielder,Supporting Attacker,Right Centre Forward,Holding Midfielder,Right Wing
173,James COLLINS,14.08.16 West Ham United v Tottenham Hotspur,-19.69828175,-7.590317528,75.71613949,72.98318087,33.58315959,21.01108006,11.76362895,Central Right Defender,Central Defender,Holding Midfielder,Central Left Defender,Right Centre Midfielder
174,Kevin NOLAN,14.08.16 West Ham United v Tottenham Hotspur,2.933325928,5.28824255,81.31788108,59.84919748,48.92120257,25.94333066,17.55621184,Left Centre Midfielder,Holding Midfielder,Supporting Attacker,Right Centre Midfielder,Left Centre Forward
175,Eric DIER,14.08.16 West Ham United v Tottenham Hotspur,-7.228104721,-18.42942868,55.23344207,52.39994973,46.39300108,32.5506415,15.41046896,Central Right Defender,Advanced Right Back,Right Centre Midfielder,Holding Midfielder,Central Defender
176,Nabil BENTALEB,14.08.16 West Ham United v Tottenham Hotspur,-2.426778783,6.671658247,72.15735438,56.46225727,12.08464993,4.432689518,0.289081944,Left Centre Midfielder,Holding Midfielder,Supporting Attacker,Central Left Defender,Right Centre Midfielder
177,Danny ROSE,14.08.16 West Ham United v Tottenham Hotspur,-0.191816902,22.65419543,82.08012791,48.20027044,30.0790736,22.98951667,8.074207505,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Holding Midfielder
178,Aaron LENNON,14.08.16 West Ham United v Tottenham Hotspur,13.64036091,-16.01287719,59.84364257,50.67845508,43.31862908,28.55363854,27.57866965,Right Wing,Right Centre Midfielder,Right Centre Forward,Supporting Attacker,Advanced Right Back
179,Emmanuel ADEBAYOR,14.08.16 West Ham United v Tottenham Hotspur,15.27968049,3.455588867,72.83302333,66.7644069,38.79670638,21.89731357,3.683823906,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
180,Joey O'BRIEN,14.08.16 West Ham United v Tottenham Hotspur,-2.56297363,-21.43899258,72.59101966,49.64231472,32.88382055,21.88633926,17.53249586,Advanced Right Back,Right Centre Midfielder,Central Right Defender,Holding Midfielder,Right Wing
181,Carlton COLE,14.08.16 West Ham United v Tottenham Hotspur,13.05238119,3.79403711,73.76801841,52.15564893,27.05499195,23.44353223,2.211762999,Supporting Attacker,Left Centre Forward,Left Centre Midfielder,Right Centre Forward,Holding Midfielder
182,ADRIAN,14.08.16 West Ham United v Tottenham Hotspur,-40.61865426,-0.242676345,54.75422908,43.02533174,42.77911628,17.41473575,5.293294924,Central Defender,Central Left Defender,Central Right Defender,Holding Midfielder,Left Centre Midfielder
183,Cheikhou KOUYATE,14.08.16 West Ham United v Tottenham Hotspur,-1.126712399,-0.995470146,93.29599904,50.06417011,48.43335659,37.5551363,13.14744505,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Supporting Attacker,Central Defender
184,Hugo LLORIS,14.08.16 West Ham United v Tottenham Hotspur,-41.04379892,0.787868754,54.43360362,44.21105173,41.635547,17.5633149,6.175397579,Central Defender,Central Left Defender,Central Right Defender,Holding Midfielder,Left Centre Midfielder
185,Younes KABOUL,14.08.16 West Ham United v Tottenham Hotspur,-15.15019995,-11.47521911,84.74547493,52.71158316,37.40273382,24.21029444,10.90809061,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
186,Guy DEMEL,14.08.16 West Ham United v Tottenham Hotspur,9.474802398,-27.0498424,73.81195043,65.46451732,39.03269385,15.59073917,5.734632095,Advanced Right Back,Right Wing,Right Centre Midfielder,Right Centre Forward,Supporting Attacker
187,Andros TOWNSEND,14.08.16 West Ham United v Tottenham Hotspur,13.15919812,-17.79362729,66.2351909,49.85666702,37.94573028,37.19487274,23.69066851,Right Wing,Right Centre Midfielder,Right Centre Forward,Advanced Right Back,Supporting Attacker
188,Mohamed DIAME,14.08.16 West Ham United v Tottenham Hotspur,4.491752281,5.865989107,79.91622777,51.04228934,50.82803699,21.39983451,19.97220914,Left Centre Midfielder,Supporting Attacker,Holding Midfielder,Left Centre Forward,Right Centre Midfielder
189,Enner VALENCIA,14.08.16 West Ham United v Tottenham Hotspur,14.56239579,7.464643147,68.0423356,56.72716355,34.49554018,21.21539526,17.64862517,Left Centre Forward,Supporting Attacker,Left Centre Midfielder,Right Centre Forward,Left Wing
190,Harry KANE,14.08.16 West Ham United v Tottenham Hotspur,15.27529881,2.965004831,74.74035216,65.12425032,40.6337132,20.26313449,5.128057343,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
191,Daniel STURRIDGE,14.08.17 Liverpool v Southampton,18.61800444,-5.288314024,87.62548904,62.97359147,44.52854901,29.3104012,16.17985644,Right Centre Forward,Supporting Attacker,Left Centre Forward,Right Centre Midfielder,Right Wing
192,Philippe COUTINHO,14.08.17 Liverpool v Southampton,10.31393714,8.821983258,55.46561533,48.37330595,42.81234093,12.85880397,11.33532242,Left Centre Midfielder,Supporting Attacker,Left Centre Forward,Left Wing,Holding Midfielder
193,Steven GERRARD,14.08.17 Liverpool v Southampton,-3.353562089,-0.38178512,93.29971628,45.20504083,36.41247659,22.48166571,18.66732963,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Supporting Attacker,Central Defender
194,Dejan LOVREN,14.08.17 Liverpool v Southampton,-16.48142505,9.615438825,80.35662344,59.18423678,29.37971946,26.39553705,5.861773008,Central Left Defender,Central Defender,Holding Midfielder,Left Centre Midfielder,Central Right Defender
195,Martin SKRTEL,14.08.17 Liverpool v Southampton,-18.49329622,-8.047488448,77.49986234,70.26994874,35.54359489,17.49981709,14.2745653,Central Right Defender,Central Defender,Holding Midfielder,Central Left Defender,Right Centre Midfielder
196,Maya YOSHIDA,14.08.17 Liverpool v Southampton,-14.57861908,11.93826011,82.70106335,49.93277724,35.69488481,31.38686205,15.23420028,Central Left Defender,Central Defender,Left Centre Midfielder,Holding Midfielder,Advanced Left Back
197,Jose FONTE,14.08.17 Liverpool v Southampton,-15.87360181,-14.03482534,92.10722656,49.06576966,34.98424811,27.2834365,22.28079749,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
198,Victor WANYAMA,14.08.17 Liverpool v Southampton,-1.782468463,-1.853696145,95.90796464,47.61201905,42.50663542,30.88556499,11.62822759,Holding Midfielder,Right Centre Midfielder,Left Centre Midfielder,Supporting Attacker,Central Defender
199,Lucas LEIVA,14.08.17 Liverpool v Southampton,-5.008531532,-0.11704563,85.21340397,38.76916394,26.5510906,23.12666219,9.816435161,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Central Defender,Supporting Attacker
200,James WARD-PROWSE,14.08.17 Liverpool v Southampton,7.615592434,-2.271214697,68.39788049,43.14996964,35.20067472,18.59951262,10.24705832,Supporting Attacker,Right Centre Midfielder,Holding Midfielder,Left Centre Midfielder,Right Centre Forward
201,Graziano PELLE,14.08.17 Liverpool v Southampton,12.69799013,0.32421705,93.68035294,34.50630078,30.38217346,10.43517751,9.479666014,Supporting Attacker,Left Centre Forward,Right Centre Forward,Right Centre Midfielder,Left Centre Midfielder
202,Javi MANQUILLO,14.08.17 Liverpool v Southampton,-0.487150018,-24.1679266,86.55065267,46.19700477,29.25427974,24.38362294,14.96113279,Advanced Right Back,Right Centre Midfielder,Right Wing,Central Right Defender,Holding Midfielder
203,Dusan TADIC,14.08.17 Liverpool v Southampton,19.08414646,-2.264631396,78.93013675,66.4656697,57.91202461,19.72785441,2.431946682,Right Centre Forward,Supporting Attacker,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
204,Simon MIGNOLET,14.08.17 Liverpool v Southampton,-40.93597864,-0.723315284,54.2541432,42.97807535,42.13632488,17.12118352,4.815797386,Central Defender,Central Right Defender,Central Left Defender,Holding Midfielder,Left Centre Midfielder
205,Glen JOHNSON,14.08.17 Liverpool v Southampton,-0.474090232,0.411833089,87.54749618,58.2296309,45.26129618,41.86458773,12.24999174,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Supporting Attacker,Central Defender
206,Morgan SCHNEIDERLIN,14.08.17 Liverpool v Southampton,-4.84538061,4.443539812,64.50275565,52.74966534,12.52942919,5.725312167,0.983738569,Holding Midfielder,Left Centre Midfielder,Central Defender,Central Left Defender,Right Centre Midfielder
207,Ryan BERTRAND,14.08.17 Liverpool v Southampton,1.978827579,24.14956277,89.53038995,42.47632983,37.31074784,11.92396776,0.973526109,Advanced Left Back,Left Centre Midfielder,Left Wing,Central Left Defender,Left Centre Forward
208,Raheem STERLING,14.08.17 Liverpool v Southampton,15.18578554,3.481821518,72.90058714,66.23446885,38.13022603,22.06787563,3.444947177,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
209,Nathaniel CLYNE,14.08.17 Liverpool v Southampton,3.281960832,-24.24983683,89.18596324,45.87801655,39.91417936,7.140442971,6.601838302,Advanced Right Back,Right Centre Midfielder,Right Wing,Holding Midfielder,Central Right Defender
210,Jordan HENDERSON,14.08.17 Liverpool v Southampton,1.978672007,-8.420621888,83.2139439,56.87786132,32.76294409,8.437814765,5.033227209,Right Centre Midfielder,Holding Midfielder,Supporting Attacker,Left Centre Midfielder,Advanced Right Back
211,Fraser FORSTER,14.08.17 Liverpool v Southampton,-42.75876251,-1.355568699,51.98927004,42.25420554,40.23501055,16.19967341,4.105821723,Central Defender,Central Right Defender,Central Left Defender,Holding Midfielder,Left Centre Midfielder
212,Steven DAVIS,14.08.17 Liverpool v Southampton,3.135074433,-1.528289284,70.69221347,52.50615039,52.30517599,43.84763447,3.377516804,Holding Midfielder,Right Centre Midfielder,Supporting Attacker,Left Centre Midfielder,Right Centre Forward
213,Joe ALLEN,14.08.17 Liverpool v Southampton,-0.91894786,8.729633977,84.80840343,48.66692749,19.57746407,8.288677828,7.834821745,Left Centre Midfielder,Holding Midfielder,Supporting Attacker,Advanced Left Back,Central Left Defender
214,Shane LONG,14.08.17 Liverpool v Southampton,12.88009726,-5.342470941,73.23284649,54.33432729,44.99740859,22.16020098,12.44164903,Supporting Attacker,Right Centre Forward,Right Centre Midfielder,Left Centre Forward,Holding Midfielder
215,Rickie LAMBERT,14.08.17 Liverpool v Southampton,15.15387856,-3.078745805,78.47421236,62.50758044,38.76820733,26.92314452,1.195338522,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Holding Midfielder
216,Stevan JOVETIC,14.08.17 Newcastle United v Manchester City,16.62350994,10.78264805,72.92620804,44.32456489,43.99475716,32.87930973,19.36586935,Left Centre Forward,Supporting Attacker,Left Wing,Left Centre Midfielder,Right Centre Forward
217,Edin DZEKO,14.08.17 Newcastle United v Manchester City,14.97729329,1.489436046,80.83644394,57.57176106,44.4633563,15.15676348,9.425349264,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
218,Yaya TOURE,14.08.17 Newcastle United v Manchester City,5.046114988,-1.443717656,58.42516125,56.80333967,47.60264806,36.65602545,4.05920564,Supporting Attacker,Holding Midfielder,Right Centre Midfielder,Left Centre Midfielder,Right Centre Forward
219,Samir NASRI,14.08.17 Newcastle United v Manchester City,16.08164013,2.476136145,74.33852781,68.20605947,47.15915516,18.16566235,7.727229735,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
220,Vincent KOMPANY,14.08.17 Newcastle United v Manchester City,-14.7836806,-11.39790686,83.45037181,52.38893549,38.63697352,25.5688642,11.67853888,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Advanced Right Back
221,Martin DEMICHELIS,14.08.17 Newcastle United v Manchester City,-12.54715947,1.09245541,64.58074124,49.63085227,30.2631665,21.44421275,18.63730865,Central Defender,Holding Midfielder,Central Left Defender,Central Right Defender,Left Centre Midfielder
222,Aleksandar KOLAROV,14.08.17 Newcastle United v Manchester City,3.678735617,24.35654261,88.36735911,44.53075056,42.16017022,6.957501858,6.336665035,Advanced Left Back,Left Wing,Left Centre Midfielder,Central Left Defender,Left Centre Forward
223,Vurnon ANITA,14.08.17 Newcastle United v Manchester City,-3.765793803,0.484944448,88.60759192,47.76671273,31.7003545,20.61440689,20.23266484,Holding Midfielder,Left Centre Midfielder,Right Centre Midfielder,Central Defender,Supporting Attacker
224,Moussa SISSOKO,14.08.17 Newcastle United v Manchester City,9.034164341,-2.502211934,74.25156602,36.43812933,20.91422254,13.74800606,6.975576981,Supporting Attacker,Right Centre Midfielder,Holding Midfielder,Right Centre Forward,Left Centre Midfielder
225,Mike WILLIAMSON,14.08.17 Newcastle United v Manchester City,-17.88916223,-10.16345877,84.88051609,60.77161108,31.74707604,14.05978041,6.354055025,Central Right Defender,Central Defender,Holding Midfielder,Right Centre Midfielder,Central Left Defender
226,Fabricio COLOCCINI,14.08.17 Newcastle United v Manchester City,-18.83668923,4.730925101,82.1383149,66.26553429,37.23320425,32.33053558,23.0853525,Central Defender,Central Left Defender,Holding Midfielder,Central Right Defender,Left Centre Midfielder
227,Paul DUMMETT,14.08.17 Newcastle United v Manchester City,-10.15855322,20.02606273,63.93696021,51.28812019,42.7092182,21.64973241,20.10015723,Central Left Defender,Advanced Left Back,Left Centre Midfielder,Central Defender,Holding Midfielder
228,Joe HART,14.08.17 Newcastle United v Manchester City,-42.23424444,-0.26262963,52.86005057,42.01402887,41.77384514,16.75247375,5.095701226,Central Defender,Central Left Defender,Central Right Defender,Holding Midfielder,Left Centre Midfielder
229,David SILVA,14.08.17 Newcastle United v Manchester City,14.0704104,3.59597854,73.93851452,58.70412638,30.2999115,23.5298502,0.895663966,Supporting Attacker,Left Centre Forward,Right Centre Forward,Left Centre Midfielder,Right Centre Midfielder
230,Daryl JANMAAT,14.08.17 Newcastle United v Manchester City,1.503274508,-22.8672872,84.31695087,49.04066466,31.45902305,13.30645702,11.99454607,Advanced Right Back,Right Centre Midfielder,Right Wing,Central Right Defender,Holding Midfielder
231,Remy CABELLA,14.08.17 Newcastle United v Manchester City,14.51206879,-0.200677772,86.59232315,47.68874428,47.03287626,15.03611425,8.569279919,Supporting Attacker,Right Centre Forward,Left Centre Forward,Right Centre Midfielder,Left Centre Midfielder
